title,alternate_names,url,description,image,publisher,country,genres,rating_value,rating_count,date_published,keywords,actors
The Heirs,"He Who Wears the Crown, Endure Its Weight, He Who Wishes To Wear the Crown, Endure Its Weight, Heirs, Herdeiros, Herederos, Highschool der Superreichen, Inheritors, Moștenitorii Chaebolurilor, The Inheritors, The One Trying to Wear the Crown, Withstand the Weight – The Heirs, Наследники, الورثة, วุ่นรักทายาทพันล้าน, 相續者들, 상속者들",https://mydramalist.com/6640-the-heirs,"Kim Tan is the heir to Empire Group who has been sent to study abroad in the U.S. In reality it's a form of exile, as his elder half-brother back home schemes to take over the family business. While in the States, Kim Tan meets Cha Eun Sang, who arrived from Korea in search of her older sister. He feels himself falling for her, never realizing that she's the daughter of his family's housekeeper. When his fiancée Rachel Yoo arrives to bring him back to Korea, his heart is torn between love and duty.
",https://i.mydramalist.com/qWb15f.jpg,SBS,South Korea,"Comedy, Romance, Drama, Melodrama",7.6,101002,09/10/2013,"High School, Family Pressure, Love Triangle, School Bullying, Rich Male Lead, Rich Man/Poor Woman, Male Chases Female First, Poor Female Lead, Controlling parent, Sibling Rivalry","Lee Min Ho, Park Shin Hye, Kim Woo Bin, Kim Ji Won, Kang Min Hyuk, Choi Jin Hyuk"
